count_point_id,year,region_id,region_name,local_authority_id,local_authority_name,road_name,road_type,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,link_length_km,link_length_miles,estimation_method,estimation_method_detailed,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_4_or_more_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles
16736,2020,6,London,96,Islington,A201,Major,A5201,A401,531300,182230,51.52373100,-0.10880468,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",3990,1292,9140,277,3154,240,54,50,15,38,25,421,14283
16736,2021,6,London,96,Islington,A201,Major,A5201,A401,531300,182230,51.52373100,-0.10880468,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",3564,1474,9860,279,3362,253,58,55,16,40,26,448,15424
16736,2022,6,London,96,Islington,A201,Major,A5201,A401,531300,182230,51.52373100,-0.10880468,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",3649,1699,10128,283,3650,270,61,56,17,43,26,473,16233
16736,2023,6,London,96,Islington,A201,Major,A5201,A401,531300,182230,51.52373100,-0.10880468,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",3742,1724,10107,285,3715,268,60,55,16,42,24,465,16296
16737,2000,6,London,103,Southwark,A201,Major,A3202,A3200,531650,180050,51.50406027,-0.10457598,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",639,623,18666,93,2836,328,23,18,4,2,0,375,22593
16737,2001,6,London,103,Southwark,A201,Major,A3202,A3200,531650,180050,51.50406027,-0.10457598,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",728,694,18237,93,2899,326,27,18,4,2,0,377,22300
16737,2002,6,London,103,Southwark,A201,Major,A3202,A3200,531650,180050,51.50406027,-0.10457598,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",741,651,17216,107,2702,287,26,18,4,2,0,337,21013
16737,2003,6,London,103,Southwark,A201,Major,A3202,A3200,531650,180050,51.50406027,-0.10457598,0.90,0.56,Counted,"Manual count",1551,1864,16312,664,3588,598,31,30,35,25,22,741,23169
16737,2004,6,London,103,Southwark,A201,Major,A3202,A3200,531650,180050,51.50406027,-0.10457598,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",1643,1959,14666,722,3754,676,38,36,34,23,25,832,21933
16737,2005,6,London,103,Southwark,A201,Major,A3202,A3200,531650,180050,51.50406027,-0.10457598,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",2121,1953,14372,701,3772,695,38,40,28,18,25,844,21642
16737,2006,6,London,103,Southwark,A201,Major,A3202,A3200,531650,180050,51.50406027,-0.10457598,0.90,0.56,Counted,"Manual count",1638,2053,17612,830,4332,625,63,33,34,13,11,779,25606
16737,2007,6,London,103,Southwark,A201,Major,A3202,A3200,531650,180050,51.50406027,-0.10457598,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",1620,2102,17401,816,4431,572,57,33,28,13,11,714,25464
16737,2008,6,London,103,Southwark,A201,Major,A3202,A3200,531650,180050,51.50406027,-0.10457598,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",1662,2138,17036,829,4427,578,65,36,27,12,11,729,25159
16737,2009,6,London,103,Southwark,A201,Major,A3202,A3200,531650,180050,51.50406027,-0.10457598,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",1647,2078,16576,849,4290,578,70,38,25,11,11,733,24526
16737,2010,6,London,103,Southwark,A201,Major,A3202,A3200,531650,180050,51.50406027,-0.10457598,0.90,0.56,Counted,"Manual count",3328,2006,14384,977,3496,545,36,38,31,24,21,695,21558
16737,2011,6,London,103,Southwark,A201,Major,A3202,A3200,531650,180050,51.50406027,-0.10457598,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",3271,1972,14183,990,3437,535,38,42,24,24,23,686,21268
16737,2012,6,London,103,Southwark,A201,Major,A3202,A3200,531650,180050,51.50406027,-0.10457598,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",3361,1876,13719,1043,3327,563,43,50,19,24,24,723,20688
16737,2013,6,London,103,Southwark,A201,Major,A3202,A3200,531650,180050,51.50406027,-0.10457598,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",3202,1727,13628,1102,3353,579,48,58,15,25,27,752,20562
16737,2014,6,London,103,Southwark,A201,Major,A3202,A3200,531650,180050,51.50406027,-0.10457598,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",3446,1771,13830,1072,3417,509,46,54,14,21,27,670,20761
16737,2015,6,London,103,Southwark,A201,Major,A3202,A3200,531650,180050,51.50406027,-0.10457598,0.90,0.56,Counted,"Manual count",3928,1747,9189,863,2856,407,32,65,44,9,18,574,15229
16737,2016,6,London,103,Southwark,A201,Major,A3202,A3200,531650,180050,51.50406027,-0.10457598,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",4062,1875,8999,913,2945,400,30,91,45,10,20,595,15327
16737,2017,6,London,103,Southwark,A201,Major,A3202,A3200,531650,180050,51.50406027,-0.10457598,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",3968,1943,8996,876,2921,393,32,78,40,9,20,572,15309
16737,2018,6,London,103,Southwark,A201,Major,A3202,A3200,531650,180050,51.50405900,-0.10457606,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",3919,1958,8988,843,2981,395,31,63,40,9,19,557,15327
16737,2019,6,London,103,Southwark,A201,Major,A3202,A3200,531650,180050,51.50405900,-0.10457606,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",3673,2065,9012,838,2979,389,31,66,40,9,19,554,15449
16737,2020,6,London,103,Southwark,A201,Major,A3202,A3200,531650,180050,51.50405900,-0.10457606,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",6831,953,4990,589,2155,153,25,27,6,6,13,229,8917
16737,2021,6,London,103,Southwark,A201,Major,A3202,A3200,531650,180050,51.50405900,-0.10457606,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",6102,1088,5384,594,2298,161,27,29,6,6,14,244,9607
16737,2022,6,London,103,Southwark,A201,Major,A3202,A3200,531650,180050,51.50405900,-0.10457606,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",6248,1254,5530,601,2494,172,28,30,7,7,14,258,10137
16737,2023,6,London,103,Southwark,A201,Major,A3202,A3200,531650,180050,51.50405900,-0.10457606,0.90,0.56,Counted,"Manual count",6407,1273,5518,606,2538,171,27,29,6,6,13,254,10189
16738,2000,6,London,103,Southwark,A202,Major,A215,"Rye Lane",533000,176700,51.47363985,-0.08639770,1.70,1.06,Estimated,"Estimated using previous year's AADF on this link",1634,1206,19761,2310,3986,678,52,74,104,133,77,1118,28381
16738,2001,6,London,103,Southwark,A202,Major,A215,"Rye Lane",533000,176700,51.47363985,-0.08639770,1.70,1.06,Counted,"Manual count",1027,968,19251,1405,2599,631,75,71,48,63,44,932,25155
16738,2002,6,London,103,Southwark,A202,Major,A215,"Rye Lane",533000,176700,51.47363985,-0.08639770,1.70,1.06,Estimated,"Estimated using previous year's AADF on this link",1045,907,18173,1614,2422,558,71,67,41,52,46,835,23951
16738,2003,6,London,103,Southwark,A202,Major,A215,"Rye Lane",533000,176700,51.47363985,-0.08639770,1.70,1.06,Counted,"Manual count",664,786,21433,1576,2600,496,42,84,29,57,45,753,27148
16738,2004,6,London,103,Southwark,A202,Major,A215,"Rye Lane",533000,176700,51.47363985,-0.08639770,1.70,1.06,Estimated,"Estimated using previous year's AADF on this link",703,826,19268,1714,2720,563,51,104,27,52,51,848,25376
16738,2005,6,London,103,Southwark,A202,Major,A215,"Rye Lane",533000,176700,51.47363985,-0.08639770,1.70,1.06,Counted,"Manual count",2293,1412,16703,1898,3750,672,74,51,24,56,68,945,24708
16738,2006,6,London,103,Southwark,A202,Major,A215,"Rye Lane",533000,176700,51.47363985,-0.08639770,1.70,1.06,Estimated,"Estimated using previous year's AADF on this link",2978,1536,17346,2073,3975,640,69,51,24,53,79,916,25846
16738,2007,6,London,103,Southwark,A202,Major,A215,"Rye Lane",533000,176700,51.47363985,-0.08639770,1.70,1.06,Counted,"Manual count",1762,1232,17721,1807,3653,830,40,50,14,46,76,1056,25469
16738,2008,6,London,103,Southwark,A202,Major,A215,"Rye Lane",533000,176700,51.47363985,-0.08639770,1.70,1.06,Estimated,"Estimated using previous year's AADF on this link",1807,1252,17349,1837,3650,840,46,54,13,43,80,1076,25164
16738,2009,6,London,103,Southwark,A202,Major,A215,"Rye Lane",533000,176700,51.47363985,-0.08639770,1.70,1.06,Estimated,"Estimated using previous year's AADF on this link",1791,1217,16880,1881,3537,840,50,56,13,38,80,1077,24592
16738,2010,6,London,103,Southwark,A202,Major,A215,"Rye Lane",533000,176700,51.47363985,-0.08639770,1.70,1.06,Estimated,"Estimated using previous year's AADF on this link",1976,1203,16609,1896,3473,877,50,48,14,35,77,1101,24282
16738,2011,6,London,103,Southwark,A202,Major,A215,"Rye Lane",533000,176700,51.47363985,-0.08639770,1.70,1.06,Counted,"Manual count",2252,1047,16282,1828,3348,423,78,65,19,8,50,643,23148
16738,2012,6,London,103,Southwark,A202,Major,A215,"Rye Lane",533000,176700,51.47363985,-0.08639770,1.70,1.06,Estimated,"Estimated using previous year's AADF on this link",2314,996,15750,1926,3240,445,88,77,15,8,53,686,22598
16738,2013,6,London,103,Southwark,A202,Major,A215,"Rye Lane",533000,176700,51.47363985,-0.08639770,1.70,1.06,Estimated,"Estimated using previous year's AADF on this link",2205,917,15645,2035,3266,458,98,89,12,8,60,725,22588
16738,2014,6,London,103,Southwark,A202,Major,A215,"Rye Lane",533000,176700,51.47363985,-0.08639770,1.70,1.06,Estimated,"Estimated using previous year's AADF on this link",2372,940,15877,1980,3328,403,93,84,11,7,58,656,22781
16738,2015,6,London,103,Southwark,A202,Major,A215,"Rye Lane",533000,176700,51.47363985,-0.08639770,1.70,1.06,Estimated,"Estimated using previous year's AADF on this link",2399,936,16114,2030,3266,383,96,80,15,8,64,646,22991
16738,2016,6,London,103,Southwark,A202,Major,A215,"Rye Lane",533000,176700,51.47363985,-0.08639770,1.70,1.06,Counted,"Manual count",2820,1163,13757,1838,3876,245,70,105,115,57,48,640,21273
16738,2017,6,London,103,Southwark,A202,Major,A215,"Rye Lane",533000,176700,51.47363985,-0.08639770,1.70,1.06,Estimated,"Estimated using previous year's AADF on this link",2755,1205,13753,1764,3844,241,74,90,104,57,47,613,21178
16738,2018,6,London,103,Southwark,A202,Major,A215,"Rye Lane",533000,176700,51.47363800,-0.08639777,1.70,1.06,Estimated,"Estimated using previous year's AADF on this link",2721,1214,13741,1697,3922,242,73,73,103,56,45,591,21166
16738,2019,6,London,103,Southwark,A202,Major,A215,"Rye Lane",533000,176700,51.47363800,-0.08639777,1.70,1.06,Estimated,"Estimated using previous year's AADF on this link",2550,1281,13777,1687,3921,238,74,76,103,56,44,592,21257
16738,2020,6,London,103,Southwark,A202,Major,A215,"Rye Lane",533000,176700,51.47363800,-0.08639777,1.70,1.06,Counted,"Manual count",2664,1070,12354,1635,2775,513,57,91,15,19,88,782,18616
16738,2021,6,London,103,Southwark,A202,Major,A215,"Rye Lane",533000,176700,51.47363800,-0.08639777,1.70,1.06,Estimated,"Estimated using previous year's AADF on this link",2380,1221,13328,1649,2959,540,61,100,15,20,95,832,19988
16738,2022,6,London,103,Southwark,A202,Major,A215,"Rye Lane",533000,176700,51.47363800,-0.08639777,1.70,1.06,Estimated,"Estimated using previous year's AADF on this link",2437,1408,13689,1669,3212,577,65,102,17,21,93,874,20852
16738,2023,6,London,103,Southwark,A202,Major,A215,"Rye Lane",533000,176700,51.47363800,-0.08639777,1.70,1.06,Estimated,"Estimated using previous year's AADF on this link",2499,1428,13661,1683,3269,573,63,100,16,21,88,860,20901
16740,2000,6,London,107,Lambeth,A204,Major,A205,"Morval Rd roundabout",531230,174000,51.44978885,-0.11286916,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",127,458,14996,568,1908,282,11,6,20,8,1,328,18258
16740,2001,6,London,107,Lambeth,A204,Major,A205,"Morval Rd roundabout",531230,174000,51.44978885,-0.11286916,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",145,510,14651,566,1950,281,13,6,18,7,1,326,18003
16740,2002,6,London,107,Lambeth,A204,Major,A205,"Morval Rd roundabout",531230,174000,51.44978885,-0.11286916,1.90,1.18,Counted,"Manual count",198,507,16700,466,1823,289,14,18,3,4,5,333,19829
16740,2003,6,London,107,Lambeth,A204,Major,A205,"Morval Rd roundabout",531230,174000,51.44978885,-0.11286916,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",231,528,16132,564,1947,257,13,18,3,4,7,302,19473
16740,2004,6,London,107,Lambeth,A204,Major,A205,"Morval Rd roundabout",531230,174000,51.44978885,-0.11286916,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",245,555,14503,613,2037,291,16,22,3,4,7,343,18051
16740,2005,6,London,107,Lambeth,A204,Major,A205,"Morval Rd roundabout",531230,174000,51.44978885,-0.11286916,1.90,1.18,Counted,"Manual count",416,844,14161,573,2526,359,27,15,6,5,6,418,18522
16740,2006,6,London,107,Lambeth,A204,Major,A205,"Morval Rd roundabout",531230,174000,51.44978885,-0.11286916,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",540,918,14707,625,2677,341,25,15,6,5,7,399,19326
16740,2007,6,London,107,Lambeth,A204,Major,A205,"Morval Rd roundabout",531230,174000,51.44978885,-0.11286916,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",533,941,14530,616,2739,311,23,15,4,4,7,364,19190
16740,2008,6,London,107,Lambeth,A204,Major,A205,"Morval Rd roundabout",531230,174000,51.44978885,-0.11286916,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",548,956,14225,625,2736,316,26,16,4,4,7,373,18915
16740,2009,6,London,107,Lambeth,A204,Major,A205,"Morval Rd roundabout",531230,174000,51.44978885,-0.11286916,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",543,930,13841,640,2651,316,28,16,4,4,7,375,18437
16740,2010,6,London,107,Lambeth,A204,Major,A205,"Morval Rd roundabout",531230,174000,51.44978885,-0.11286916,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",599,920,13620,646,2603,330,28,14,4,4,7,387,18176
16740,2011,6,London,107,Lambeth,A204,Major,A205,"Morval Rd roundabout",531230,174000,51.44978885,-0.11286916,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",589,905,13429,654,2559,325,30,16,3,4,7,385,17932
16740,2012,6,London,107,Lambeth,A204,Major,A205,"Morval Road roundabout",531230,174000,51.44978885,-0.11286916,2.10,1.30,Estimated,"Estimated using previous year's AADF on this link",605,861,12990,689,2477,342,34,19,2,4,7,409,17425
16740,2013,6,London,107,Lambeth,A204,Major,A205,"Morval Road roundabout",531230,174000,51.44978885,-0.11286916,2.10,1.30,Counted,"Manual count",657,571,11419,778,1943,386,11,18,0,0,2,416,15128
16740,2014,6,London,107,Lambeth,A204,Major,A205,"Morval Road roundabout",531230,174000,51.44978885,-0.11286916,2.10,1.30,Estimated,"Estimated using previous year's AADF on this link",707,586,11589,757,1980,339,10,16,0,0,2,368,15280
16740,2015,6,London,107,Lambeth,A204,Major,A205,"Morval Road roundabout",531230,174000,51.44978885,-0.11286916,2.10,1.30,Estimated,"Estimated using previous year's AADF on this link",715,583,11762,776,1943,323,10,16,0,0,3,352,15416
16740,2016,6,London,107,Lambeth,A204,Major,A205,"Morval Road roundabout",531230,174000,51.44978885,-0.11286916,2.10,1.30,Estimated,"Estimated using previous year's AADF on this link",740,626,11519,821,2004,317,10,22,0,0,3,352,15322
16740,2017,6,London,107,Lambeth,A204,Major,A205,"Morval Road roundabout",531230,174000,51.44978885,-0.11286916,2.10,1.30,Estimated,"Estimated using previous year's AADF on this link",723,648,11515,788,1988,312,10,19,0,0,3,344,15284
16740,2018,6,London,107,Lambeth,A204,Major,A205,"Morval Road roundabout",531230,174000,51.44978700,-0.11286924,2.10,1.30,Estimated,"Estimated using previous year's AADF on this link",714,653,11505,758,2028,314,10,15,0,0,3,342,15287
16740,2019,6,London,107,Lambeth,A204,Major,A205,"Morval Road roundabout",531230,174000,51.44978700,-0.11286924,2.10,1.30,Estimated,"Estimated using previous year's AADF on this link",669,689,11535,754,2027,308,10,16,0,0,3,337,15343
16740,2020,6,London,107,Lambeth,A204,Major,A205,"Morval Road roundabout",531230,174000,51.44978700,-0.11286924,2.10,1.30,Counted,"Automatic counter",827,484,8091,584,1640,255,8,12,0,0,2,278,11077
16740,2021,6,London,107,Lambeth,A204,Major,A205,"Morval Road roundabout",531230,174000,51.44978700,-0.11286924,2.10,1.30,Counted,"Manual count",322,574,9468,745,2057,217,16,9,3,2,5,254,13098
16740,2022,6,London,107,Lambeth,A204,Major,A205,"Morval Road roundabout",531230,174000,51.44978700,-0.11286924,2.10,1.30,Counted,"Automatic counter",329,595,8718,680,2021,210,15,9,3,2,5,245,12259
16740,2023,6,London,107,Lambeth,A204,Major,A205,"Morval Road roundabout",531230,174000,51.44978700,-0.11286924,2.10,1.30,Counted,"Automatic counter",338,598,8626,679,2035,207,15,9,3,2,5,240,12178
16741,2000,6,London,105,Greenwich,A205,Major,"A207 Shooters Hill Rd","A205 John Wilson St",543300,178000,51.48280859,0.06233367,1.90,1.18,Counted,"Manual count",177,382,18613,701,2152,584,54,73,58,102,55,926,22774
16741,2001,6,London,105,Greenwich,A205,Major,"A207 Shooters Hill Rd","A205 John Wilson St",543300,178000,51.48280859,0.06233367,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",195,413,18632,750,2159,545,59,69,55,94,66,888,22842
16741,2002,6,London,105,Greenwich,A205,Major,"A207 Shooters Hill Rd","A205 John Wilson St",543300,178000,51.48280859,0.06233367,1.90,1.18,Counted,"Manual count",75,322,17027,722,1955,954,77,49,18,63,39,1200,21226
16741,2003,6,London,105,Greenwich,A205,Major,"A207 Shooters Hill Rd","A205 John Wilson St",543300,178000,51.48280859,0.06233367,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",109,333,16686,832,2153,860,73,49,18,61,46,1107,21111
16741,2004,6,London,105,Greenwich,A205,Major,"A207 Shooters Hill Rd","A205 John Wilson St",543300,178000,51.48280859,0.06233367,1.90,1.18,Counted,"Manual count",145,257,22655,844,1950,560,61,36,32,67,52,808,26514
16741,2005,6,London,105,Greenwich,A205,Major,"A207 Shooters Hill Rd","A205 John Wilson St",543300,178000,51.48280859,0.06233367,1.90,1.18,Counted,"Manual count",137,224,18572,957,1827,327,47,56,48,106,87,671,22251
16741,2006,6,London,105,Greenwich,A205,Major,"A207 Shooters Hill Rd","A205 John Wilson St",543300,178000,51.48280859,0.06233367,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",170,243,18913,1005,1811,325,45,58,42,90,90,650,22622
16741,2007,6,London,105,Greenwich,A205,Major,"A207 Shooters Hill Rd","A205 John Wilson St",543300,178000,51.48280859,0.06233367,1.90,1.18,Counted,"Manual count",126,329,15064,965,2434,355,67,40,83,105,56,706,19498
16741,2008,6,London,105,Greenwich,A205,Major,"A207 Shooters Hill Rd","A205 John Wilson St",543300,178000,51.48280859,0.06233367,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",147,321,14717,982,2382,346,75,40,70,89,53,673,19075
16741,2009,6,London,105,Greenwich,A205,Major,"A207 Shooters Hill Rd","A205 John Wilson St",543300,178000,51.48280859,0.06233367,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",159,304,14599,1036,2320,324,77,40,57,68,46,612,18871
16741,2010,6,London,105,Greenwich,A205,Major,"A207 Shooters Hill Rd","A205 John Wilson St",543300,178000,51.48280859,0.06233367,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",154,285,14205,1102,2295,337,77,34,60,59,42,609,18496
16741,2011,6,London,105,Greenwich,A205,Major,"A207 Shooters Hill Rd","A205 John Wilson St",543300,178000,51.48280859,0.06233367,1.90,1.18,Counted,"Manual count",70,215,12844,767,1563,548,35,73,3,4,102,765,16154
16741,2012,6,London,105,Greenwich,A205,Major,"A207 Shooters Hill Rd","A205 John Wilson St",543300,178000,51.48280859,0.06233367,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",61,234,12599,756,1526,578,40,87,3,4,117,828,15943
16741,2013,6,London,105,Greenwich,A205,Major,"A207 Shooters Hill Rd","A205 John Wilson St",543300,178000,51.48280859,0.06233367,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",50,228,12709,697,1565,588,44,100,2,4,127,864,16063
16741,2014,6,London,105,Greenwich,A205,Major,"A207 Shooters Hill Rd","A205 John Wilson St",543300,178000,51.48280859,0.06233367,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",56,237,12745,669,1617,538,43,97,2,4,132,817,16085
16741,2015,6,London,105,Greenwich,A205,Major,"A207 Shooters Hill Rd","A205 John Wilson St",543300,178000,51.48280859,0.06233367,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",64,224,12702,641,1683,534,46,97,2,4,127,810,16061
16741,2016,6,London,105,Greenwich,A205,Major,"A207 Shooters Hill Rd","A205 John Wilson St",543300,178000,51.48280859,0.06233367,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",66,240,12440,678,1736,525,44,136,2,4,144,854,15949
16741,2017,6,London,105,Greenwich,A205,Major,"A207 Shooters Hill Rd","A205 John Wilson St",543300,178000,51.48280859,0.06233367,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",65,249,12436,651,1721,516,46,116,2,4,140,825,15883
16741,2018,6,London,105,Greenwich,A205,Major,"A207 Shooters Hill Rd","A205 John Wilson St",543300,178000,51.48280700,0.06233358,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",64,251,12425,626,1756,518,46,94,2,4,135,799,15858
16741,2019,6,London,105,Greenwich,A205,Major,"A207 Shooters Hill Rd","A205 John Wilson St",543300,178000,51.48280700,0.06233358,1.90,1.18,Counted,"Manual count",167,221,15183,848,2243,279,44,35,15,16,36,426,18920
16741,2020,6,London,105,Greenwich,A205,Major,"A207 Shooters Hill Rd","A205 John Wilson St",543300,178000,51.48280700,0.06233358,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",206,168,11510,706,1956,247,37,29,13,14,31,371,14711
16741,2021,6,London,105,Greenwich,A205,Major,"A207 Shooters Hill Rd","A205 John Wilson St",543300,178000,51.48280700,0.06233358,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",184,192,12417,712,2085,260,40,32,14,15,34,394,15800
16741,2022,6,London,105,Greenwich,A205,Major,"A207 Shooters Hill Rd","A205 John Wilson St",543300,178000,51.48280700,0.06233358,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",189,221,12754,721,2263,277,42,32,15,16,33,416,16375
16741,2023,6,London,105,Greenwich,A205,Major,"A207 Shooters Hill Rd","A205 John Wilson St",543300,178000,51.48280700,0.06233358,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",194,224,12727,727,2303,276,41,32,14,16,31,409,16392
16742,2000,6,London,104,Lewisham,A205,Major,"A205 Plassy Road",A2212,539000,173700,51.44524080,-0.00124049,2.20,1.37,Estimated,"Estimated using previous year's AADF on this link",130,865,19904,408,4495,980,77,145,105,99,69,1475,27147
16742,2001,6,London,104,Lewisham,A205,Major,"A205 Plassy Road",A2212,539000,173700,51.44524080,-0.00124049,2.20,1.37,Estimated,"Estimated using previous year's AADF on this link",148,963,19446,406,4594,976,90,147,96,89,81,1479,26888
16742,2002,6,London,104,Lewisham,A205,Major,"A205 Plassy Road",A2212,539000,173700,51.44524080,-0.00124049,2.20,1.37,Counted,"Manual count",113,705,23042,520,4581,934,109,183,146,169,99,1640,30488
16742,2003,6,London,104,Lewisham,A205,Major,"A205 Plassy Road",A2212,539000,173700,51.44524080,-0.00124049,2.20,1.37,Estimated,"Estimated using previous year's AADF on this link",132,735,22258,629,4893,832,102,178,159,171,125,1567,30082
16742,2004,6,London,104,Lewisham,A205,Major,"A205 Plassy Road",A2212,539000,173700,51.44524080,-0.00124049,2.20,1.37,Counted,"Manual count",91,813,18723,384,3598,743,125,141,88,101,94,1292,24810
16742,2005,6,London,104,Lewisham,A205,Major,"A205 Plassy Road",A2212,539000,173700,51.44524080,-0.00124049,2.20,1.37,Estimated,"Estimated using previous year's AADF on this link",117,811,18349,372,3616,764,125,153,74,83,92,1291,24439
16742,2006,6,London,104,Lewisham,A205,Major,"A205 Plassy Road",A2212,539000,173700,51.44524080,-0.00124049,2.20,1.37,Counted,"Manual count",159,712,17543,367,4783,1261,131,136,82,171,150,1931,25336
16742,2007,6,London,104,Lewisham,A205,Major,"A205 Plassy Road",A2212,539000,173700,51.44524080,-0.00124049,2.20,1.37,Estimated,"Estimated using previous year's AADF on this link",157,729,17332,361,4893,1153,119,136,68,157,149,1782,25097
16742,2008,6,London,104,Lewisham,A205,Major,"A205 Plassy Road",A2212,539000,173700,51.44524080,-0.00124049,2.20,1.37,Counted,"Manual count",164,703,20266,319,3744,868,154,162,121,123,143,1571,26603
16742,2009,6,London,104,Lewisham,A205,Major,"A205 Plassy Road",A2212,539000,173700,51.44524080,-0.00124049,2.20,1.37,Estimated,"Estimated using previous year's AADF on this link",162,683,19719,327,3628,868,167,168,115,109,143,1570,25927
16742,2010,6,London,104,Lewisham,A205,Major,"A205 Plassy Road",A2212,539000,173700,51.44524080,-0.00124049,2.20,1.37,Estimated,"Estimated using previous year's AADF on this link",179,675,19403,329,3563,906,166,144,128,99,137,1580,25550
16742,2011,6,London,104,Lewisham,A205,Major,"A205 Plassy Road",A2212,539000,173700,51.44524080,-0.00124049,2.20,1.37,Estimated,"Estimated using previous year's AADF on this link",176,663,19131,333,3502,890,176,160,99,97,145,1567,25196
16742,2012,6,London,104,Lewisham,A205,Major,"A205 Plassy Road",A2212,539000,173700,51.44524080,-0.00124049,2.20,1.37,Counted,"Manual count",220,544,19468,322,2929,782,106,168,0,90,249,1395,24659
16742,2013,6,London,104,Lewisham,A205,Major,"A205 Plassy Road",A2212,539000,173700,51.44524080,-0.00124049,2.20,1.37,Estimated,"Estimated using previous year's AADF on this link",209,501,19339,340,2952,804,118,195,0,95,280,1491,24623
16742,2014,6,London,104,Lewisham,A205,Major,"A205 Plassy Road",A2212,539000,173700,51.44524080,-0.00124049,2.20,1.37,Estimated,"Estimated using previous year's AADF on this link",225,514,19626,331,3008,707,112,183,0,79,272,1353,24832
16742,2015,6,London,104,Lewisham,A205,Major,"A205 Plassy Road",A2212,539000,173700,51.44524080,-0.00124049,2.20,1.37,Estimated,"Estimated using previous year's AADF on this link",228,511,19919,340,2952,673,115,174,0,87,299,1349,25070
16742,2016,6,London,104,Lewisham,A205,Major,"A205 Plassy Road",A2212,539000,173700,51.44524080,-0.00124049,2.20,1.37,Estimated,"Estimated using previous year's AADF on this link",236,549,19507,359,3045,661,108,245,0,88,339,1441,24901
16742,2017,6,London,104,Lewisham,A205,Major,"A205 Plassy Road",A2212,539000,173700,51.44524080,-0.00124049,2.20,1.37,Counted,"Manual count",136,585,19400,297,4449,548,91,195,135,184,131,1285,26015
16742,2018,6,London,104,Lewisham,A205,Major,"A205 Plassy Road",A2212,539000,173700,51.44523900,-0.00124057,2.20,1.37,Counted,"Automatic counter",126,541,17910,264,4178,503,84,147,120,161,123,1138,24032
16742,2019,6,London,104,Lewisham,A205,Major,"A205 Plassy Road",A2212,539000,173700,51.44523900,-0.00124057,2.20,1.37,Counted,"Automatic counter",117,569,17875,262,4158,493,85,153,120,161,121,1133,23997
